Faculty,Gender,Registration No.(20/1/400/D/178),Offering time,Year of Graduation,Campus,The Programme met my expectations,The programme curriculum was rich and work-oriented,There was a variety of electives to choose,My lecturers have been teaching regularly,I am competent to apply what I studied at Ndejje University in the field,Lecturers displayed knowledge of course content,Lecturers emphasized critical thinking,Lecturers were available for consultation outside class,Tests and exams were communicated in time for ample preparations,How would you rate the contribution of your mentor/Supervisor to the successes of your Research?,My research experience contributed to my academic success?,"Library facilities (atmosphere, available sitting, hours)","Library staff (assistance in research, effectively finding information, learning how to use the libraries)","Access to electronic library resources (databases, electronic journals, and electronic books)",The hostels facilities were conducive,The staff at the Dean of Students office were supportive during challenges,Students were encouraged to participate in co-curricular activities,The quality of meals was adequate,There were adequate counselling services in place,The Chaplaincy activities contributed to my spiritual welfare,Suggestion for Improvement of the above services provided,ICT staff have been available for assistance,Projectors were available for learning,There was an effective Public Address for my class,There was access to reliable internet at the Faculty,There was access to computer labs during the practical courses,Online learning (ODeL) experience,Overall Satisfaction with University Departments [VC and DVC offices],Overall Satisfaction with University Departments [Academic Registrarâ€™s office],Overall Satisfaction with University Departments [Finance/Accounts],Overall Satisfaction with University Departments [Students Guild services],Overall Satisfaction with University Departments [Chaplaincy],Overall Satisfaction with University Departments [Sports facilities and recreation services],Overall Satisfaction with University Departments [Kitchen Services],Overall Satisfaction with University Departments [University Health Services],Overall Satisfaction with University Departments [Halls of residence],Overall Satisfaction with University Departments [University Website and Social Media Platforms],Overall Satisfaction with University Departments [Science/Practical Laboratories],Overall Satisfaction with University Departments [Community Outreach services],Overall Satisfaction with University Departments [Security department],"4
Rate your overall experience about Ndejje University","2
How likely are you to recommend someone to join Ndejje University",Home District,Hall of Residence,Tution 
Faculty of Business Administration and Management,Female,19/2/330/Dj/090,Day,2023,Kampala Campus,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Good,Agree,Good,Good,Average,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,administration,Strongly agree,Agree,Agree,Strongly agree,Agree,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,4,5,Gomba,Akidua,"3,800,000"
Faculty of Environment and Agricultural Sciences,Male,19/1/400/D/803,Day,2023,Main Campus Luwero,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Strongly agree,Good,Good,Good,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,None,Agree,Agree,Agree,Agree,Agree,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,4,Kalangala,Ham Mukasa,"3,000,000"
Faculty of Science & Computing,Male,19/1/229/D/250,Day,2023,Main Campus Luwero,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Good,Agree,Average,Good,Poor,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Neutral,More dicent Meals...,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very Dissatisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,2,4,Bukomansimbi,Yokaana,"3,800,000"
Faculty of Science & Computing,Female,19/1/306/D/723,Day,2023,Main Campus Luwero,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Strongly agree,Good,Good,Good,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,None,Strongly agree,Agree,Agree,Agree,Agree,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,4,2,Butambala,Muteesa,"3,000,000"
Faculty of Business Administration and Management,Male,20/2/304/D/565,Day,2023,Kampala Campus,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Average,Agree,Good,Good,Average,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Kaye Anthony,Agree,Strongly agree,Agree,Agree,Neutral,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,3,3,Buvuma,Akidua,"3,800,000"
Faculty of Environment and Agricultural Sciences,Female,20/1/325/I/454,In-Service,2023,Main Campus Luwero,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Excellent,Excellent,Fair,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,N,Neutral,Neutral,Neutral,Strongly agree,Agree,Very Satisfied,Neutral,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,5,5,Gomba,Akidua,"3,000,000"
Graduate school,Female,22/2/408/W/257,Weekend,2023,Kampala Campus,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Good,Agree,Fair,Fair,Fair,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Nill,Neutral,Agree,Neutral,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,4,4,Kalangala,Yokaana,"3,800,000"
Faculty of Business Administration and Management,Male,20/2/109/D/060,Day,2021,Kampala Campus,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Agree,Good,Excellent,Excellent,Neutral,Agree,Agree,Neutral,Neutral,Agree,Provide some more services to kampla campus,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Dissatisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Satisfied,4,4,Kalungu,Muteesa,"3,000,000"
Faculty of Education,Male,20/2/317/I/509,In-Service,2023,Kampala Campus,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Good,Agree,Average,Average,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Ok,Agree,Neutral,Neutral,Neutral,Agree,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,3,3,Kampala,Akidua,"3,800,000"
Faculty of Social Sciences and Arts,Male,19/2/205/WJ/242,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Agree,Good,Good,Excellent,Agree,Agree,Agree,Agree,Agree,Agree,Nill,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,4,Kasanda,Ham Mukasa,"3,000,000"
Graduate school,Male,20/2/536/W/371,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Keep it up,Neutral,Neutral,Strongly agree,Agree,Agree,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,4,4,Kayunga,Yokaana,"3,800,000"
Faculty of Education,Male,22/2/402/W/297,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Good,Agree,Average,Average,Fair,Agree,Neutral,Agree,Neutral,Neutral,Agree,Keep up christian values,Neutral,Disagree,Neutral,Disagree,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,4,5,Kiboga,Muteesa,"3,000,000"
Graduate school,Male,20/2/501/w/245,Weekend,2023,Kampala Campus,Strongly disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Poor,Disagree,Good,Excellent,Poor,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Make online platform accessible,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Satisfied,2,2,Kyankwanzi,Akidua,"3,800,000"
Graduate school,Male,22/2/536/W/589,Weekend,2023,Kampala Campus,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Nil,Agree,Agree,Agree,Agree,Agree,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,5,Kyotera,Ham Mukasa,"3,000,000"
Graduate school,Male,22/2/420/w/351,Weekend,2023,Kampala Campus,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Good,Agree,Average,Average,Poor,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,I didn't get chance to access,Agree,Agree,Disagree,Disagree,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,3,3,Luweero,Yokaana,"3,800,000"
Graduate school,Male,21/2/401/WJ/423,Weekend,2023,Kampala Campus,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Excellent,Agree,Good,Good,Good,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,All good,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,4,Bukomansimbi,Muteesa,"3,000,000"
Faculty of Business Administration and Management,Male,20/2/109/d/047,Day,2021,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Good,Disagree,Agree,Agree,Disagree,Agree,Agree,improvement on the meals,Agree,Agree,Agree,Agree,Agree,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,1,1,Bukomansimbi,Akidua,3500000
Faculty of Education,Female,20/2/301/W/060,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Average,Agree,Average,Average,Good,Agree,Strongly agree,Neutral,Neutral,Neutral,Agree,None,Agree,Agree,Agree,Strongly agree,Strongly agree,Satisfied,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,4,4,Butambala,Ham Mukasa,4000000
Faculty of Education,Female,20/2/301/W/060,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Average,Agree,Average,Average,Good,Agree,Strongly agree,Neutral,Neutral,Neutral,Agree,None,Agree,Agree,Agree,Strongly agree,Strongly agree,Satisfied,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,4,4,Buvuma,Yokaana,3000000
Faculty of Social Sciences and Arts,Female,19/2/535/WJ/137,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Excellent,Strongly agree,Good,Good,Excellent,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,More involvement from the management,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Very Satisfied,Neutral,Neutral,Neutral,5,5,Gomba,Muteesa,2500000
Faculty of Environment and Agricultural Sciences,Male,21/1/216/I/1020,In-Service,2023,Main Campus Luwero,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Excellent,Strongly agree,Poor,Average,Average,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,NONE,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,Satisfied,Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,5,Kalangala,Akidua,1500000
NA,NA,21/1/226/D/498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,19/1/335/D/019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/226/D/078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,20/2/329/W/819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,19/2/329/w/763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/231/D/537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,20/1/224/D/651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,16/1/224/D/309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,20/1/224/D/331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/d/436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,20/1/224/D/487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,20/1/224/D/097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/d/193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,20/1/224/D/537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,20/1/224/D/510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NA,NA,21/1/224/D/353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
